Date,Price
5/28/2023,Rp. 14.420
5/29/2023,Rp. 14.420
5/30/2023,Rp. 14.420
5/31/2023,Rp. 14.420
6/1/2023,Rp. 14.436
6/2/2023,Rp. 14.436
6/3/2023,Rp. 14.436
6/4/2023,Rp. 14.436
6/5/2023,Rp. 14.436
6/6/2023,Rp. 14.436
6/7/2023,Rp. 14.448
6/8/2023,Rp. 14.448
6/9/2023,Rp. 14.448
6/10/2023,Rp. 14.448
6/11/2023,Rp. 14.448
6/12/2023,Rp. 14.448
6/13/2023,Rp. 14.444
6/14/2023,Rp. 14.450
6/15/2023,Rp. 14.450
6/16/2023,Rp. 14.450
6/17/2023,Rp. 14.450
6/18/2023,Rp. 14.450
6/19/2023,Rp. 14.450
6/20/2023,Rp. 14.452
6/21/2023,Rp. 14.462
6/22/2023,Rp. 14.462
6/23/2023,Rp. 14.462
6/24/2023,Rp. 14.462
6/25/2023,Rp. 14.462
6/26/2023,Rp. 14.462
6/27/2023,Rp. 14.452
6/28/2023,Rp. 14.462
6/29/2023,Rp. 14.462
6/30/2023,Rp. 14.462
7/1/2023,Rp. 14.462
7/2/2023,Rp. 14.462
7/3/2023,Rp. 14.432
7/4/2023,Rp. 14.459
7/5/2023,Rp. 14.470
7/6/2023,Rp. 14.470
7/7/2023,Rp. 14.470
7/8/2023,Rp. 14.470
7/9/2023,Rp. 14.470
7/10/2023,Rp. 14.470
7/11/2023,Rp. 14.442
7/12/2023,Rp. 14.452
7/13/2023,Rp. 14.452
7/14/2023,Rp. 14.452
7/15/2023,Rp. 14.452
7/16/2023,Rp. 14.452
7/17/2023,Rp. 14.452
7/18/2023,Rp. 14.447
7/19/2023,Rp. 14.448
7/20/2023,Rp. 14.439
7/21/2023,Rp. 14.439
7/22/2023,Rp. 14.439
7/23/2023,Rp. 14.439
7/24/2023,Rp. 14.439
7/25/2023,Rp. 14.470
7/26/2023,Rp. 14.505
7/27/2023,Rp. 14.505
7/28/2023,Rp. 14.505
7/29/2023,Rp. 14.505
7/30/2023,Rp. 14.505
7/31/2023,Rp. 14.505
8/1/2023,Rp. 14.482
8/2/2023,Rp. 14.452
8/4/2023,Rp. 14.473
8/5/2023,0
8/6/2023,0
8/7/2023,Rp. 14.473
8/8/2023,Rp. 14.493
8/9/2023,Rp. 14.411
8/10/2023,Rp. 14.411
8/11/2023,Rp. 14.411
8/12/2023,Rp. 14.411
8/13/2023,Rp. 14.411
8/14/2023,Rp. 14.411
8/15/2023,Rp. 14.412
8/16/2023,Rp. 14.400
8/17/2023,Rp. 14.400
8/18/2023,Rp. 14.400
8/19/2023,Rp. 14.400
8/20/2023,Rp. 14.400
8/21/2023,Rp. 14.400
8/22/2023,Rp. 14.426
8/23/2023,Rp. 14.425
8/24/2023,Rp. 14.425
8/25/2023,Rp. 14.425
8/26/2023,Rp. 14.425
8/27/2023,Rp. 14.425
8/28/2023,Rp. 14.425
8/29/2023,Rp. 14.505
8/30/2023,Rp. 14.491
8/31/2023,Rp. 14.491
9/1/2023,Rp. 14.491
9/2/2023,Rp. 14.491
9/3/2023,Rp. 14.491
9/4/2023,Rp. 14.491
9/5/2023,Rp. 14.652
9/6/2023,Rp. 14.725
9/7/2023,Rp. 14.725
9/8/2023,Rp. 14.725
9/9/2023,Rp. 14.725
9/10/2023,Rp. 14.725
9/11/2023,Rp. 14.725
9/12/2023,Rp. 14.741
9/13/2023,Rp. 14.780
9/14/2023,Rp. 14.780
9/15/2023,Rp. 14.780
9/16/2023,Rp. 14.780
9/17/2023,Rp. 14.780
9/18/2023,Rp. 14.831
9/19/2023,Rp. 14.783
9/20/2023,Rp. 14.818
9/21/2023,Rp. 14.818
9/22/2023,Rp. 14.818
9/23/2023,Rp. 14.818
9/24/2023,Rp. 14.818
9/25/2023,Rp. 14.818
9/26/2023,Rp. 14.871
9/27/2023,Rp. 14.898
9/28/2023,Rp. 14.898
9/29/2023,Rp. 14.898
9/30/2023,Rp. 14.898
10/1/2023,Rp. 14.898
10/2/2023,Rp. 14.898
10/3/2023,Rp. 14.908
10/4/2023,Rp. 14.921
10/5/2023,Rp. 14.921
10/6/2023,Rp. 14.921
10/7/2023,Rp. 14.921
10/8/2023,Rp. 14.921
10/9/2023,Rp. 14.921
10/10/2023,Rp. 14.942
10/11/2023,Rp. 14.967
10/12/2023,Rp. 14.967
10/13/2023,Rp. 14.967
10/14/2023,Rp. 14.967
10/15/2023,Rp. 14.967
10/16/2023,Rp. 14.967
10/17/2023,Rp. 15.035
10/18/2023,Rp. 15.061
10/19/2023,Rp. 15.061
10/20/2023,Rp. 15.050
10/21/2023,Rp. 15.050
10/22/2023,Rp. 15.050
10/23/2023,Rp. 15.050
10/24/2023,Rp. 15.011
10/25/2023,Rp. 15.086
10/26/2023,Rp. 15.035
10/27/2023,Rp. 15.035
10/28/2023,Rp. 15.035
10/29/2023,Rp. 15.035
10/30/2023,Rp. 15.035
10/31/2023,Rp. 15.071
11/1/2023,Rp. 15.021
11/2/2023,Rp. 15.021
11/3/2023,Rp. 15.021
11/4/2023,0
11/5/2023,0
11/6/2023,Rp. 15.021
11/7/2023,Rp. 15.021
11/8/2023,Rp. 15.006
11/9/2023,Rp. 15.006
11/10/2023,Rp. 15.006
11/11/2023,Rp. 15.006
11/12/2023,Rp. 15.006
11/13/2023,Rp. 15.006
11/14/2023,Rp. 15.026
11/15/2023,Rp. 15.064
11/16/2023,Rp. 15.064
11/17/2023,Rp. 15.064
11/18/2023,Rp. 15.064
11/19/2023,Rp. 15.064
11/20/2023,Rp. 15.064
11/21/2023,Rp. 15.067
11/22/2023,Rp. 15.067
11/23/2023,Rp. 15.067
11/24/2023,Rp. 15.067
11/25/2023,Rp. 15.067
11/26/2023,Rp. 15.067
11/27/2023,Rp. 15.067
11/28/2023,Rp. 15.067
11/29/2023,Rp. 15.122
11/30/2023,Rp. 15.216
12/1/2023,Rp. 15.216
12/2/2023,Rp. 15.216
12/3/2023,Rp. 15.216
12/4/2023,Rp. 15.216
12/5/2023,Rp. 15.216
12/6/2023,Rp. 15.225
12/7/2023,Rp. 15.247
12/8/2023,Rp. 15.073
12/9/2023,Rp. 15.073
12/10/2023,Rp. 15.073
12/11/2023,Rp. 15.050
12/12/2023,Rp. 15.050
12/13/2023,Rp. 15.194
12/14/2023,Rp. 15.005
12/15/2023,Rp. 15.005
12/16/2023,Rp. 15.005
12/17/2023,Rp. 15.005
12/18/2023,Rp. 15.005
12/19/2023,Rp. 15.005
12/20/2023,Rp. 15.079
12/21/2023,Rp. 15.012
12/22/2023,Rp. 15.012
12/23/2023,Rp. 15.012
12/24/2023,Rp. 15.012
12/25/2023,Rp. 15.012
12/26/2023,Rp. 15.028
12/27/2023,Rp. 15.038
12/28/2023,Rp. 15.085
12/29/2023,Rp. 15.085
12/30/2023,Rp. 15.085
12/31/2023,Rp. 15.085
1/1/2024,Rp. 15.085
